# Result of the experimentation: segment3.arg

#                 x                 y           is_wall          pressure            temper          vol_mass           speed_1           speed_2           turb_en          turb_dis

              0.24              0.84                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.85                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.86                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.87                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.88                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.89                 0            124710               270                 1                 0                 0                 0                 0
              0.24               0.9                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.91                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.92                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.93                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.94                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.95                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.96                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.97                 0            124710               270                 1                 0                 0                 0                 0
              0.24              0.98                 0            124710               270                 1                 0                 0                 0                 0
              0.24         0.9899999                 0            124710               270                 1                 0                 0                 0                 0
              0.24                 1                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.01                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.02                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.03                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.04                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.05                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.06                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.07                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.08                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.09                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.1                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.11                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.12                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.13                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.14                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.15                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.16                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.17                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.18                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.19                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.2                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.21                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.22                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.23                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.24                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.25                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.26                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.27                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.28                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.29                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.3                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.31                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.32                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.33                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.34                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.35                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.36                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.37                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.38                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.39                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.4                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.41                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.42                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.43                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.44                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.45                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.46                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.47                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.48                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.49                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.5                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.51                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.52                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.53                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.54                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.55                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.56                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.57                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.58                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.59                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.6                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.61                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.62                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.63                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.64                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.65                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.66                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.67                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.68                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.69                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.7                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.71                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.72                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.73                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.74                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.75                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.76                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.77                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.78                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.79                 0            124710               270                 1                 0                 0                 0                 0
              0.24               1.8                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.81                 0            124710               270                 1                 0                 0                 0                 0
              0.24              1.82                 0            124710               270                 1                 0      5.410801e-53                 0                 0
              0.24              1.83                 0            124710               270                 1                 0       5.76357e-51                 0                 0
              0.24              1.84                 0            124710               270                 1                 0      4.251271e-41                 0                 0
              0.24              1.85                 0            124710               270                 1                 0      6.453381e-39                 0                 0
              0.24              1.86                 0            124710               270                 1                 0      2.505133e-29                 0                 0
              0.24              1.87                 0            124710               270                 1                 0      5.715974e-27                 0                 0
              0.24              1.88                 0            124710               270                 1                 0      1.312522e-17                 0                 0
              0.24              1.89                 0            124710               270                 1                 0      8.037204e-16                 0                 0
              0.24               1.9                 0            124710               270                 1                 0      1.288927e-06                 0                 0
              0.24              1.91                 0            124710               270         0.9999999                 0      2.440611e-08                 0                 0
              0.24              1.92                 0            124710               270                 1                 0       0.001053788                 0                 0
              0.24              1.93                 0          124705.2           269.997         0.9999724                 0      6.204504e-06                 0                 0
              0.24              1.94                 0            124710               270         0.9999999                 0        0.07992949                 0                 0
              0.24              1.95                 0          124559.1          269.9066         0.9991356                 0      0.0002920842                 0                 0
              0.24              1.96                 0          124709.5          269.9993         0.9999985                 0           1.05543                 0                 0
              0.24              1.97                 0          123910.8          269.5035         0.9954221                 0       0.001311058                 0                 0
              0.24              1.98                 0          124709.4          269.9983          1.000002                 0          2.058615                 0                 0
              0.24              1.99                 0            124000               270                 1                 0                 0                 0                 0

              0.25                 0                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.01                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.02                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.03                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.04                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.05                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.06                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.07                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.08                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.09                 0            124710               270                 1                 0                 0                 0                 0
              0.25        0.09999999                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.11                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.12                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.13                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.14                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.15                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.16                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.17                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.18                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.19                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.2                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.21                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.22                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.23                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.24                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.25                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.26                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.27                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.28                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.29                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.3                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.31                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.32                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.33                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.34                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.35                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.36                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.37                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.38                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.39                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.4                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.41                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.42                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.43                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.44                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.45                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.46                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.47                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.48                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.49                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.5                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.51                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.52                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.53                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.54                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.55                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.56                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.57                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.58                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.59                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.6                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.61                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.62                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.63                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.64                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.65                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.66                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.67                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.68                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.69                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.7                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.71                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.72                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.73                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.74                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.75                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.76                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.77                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.78                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.79                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.8                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.81                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.82                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.83                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.84                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.85                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.86                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.87                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.88                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.89                 0            124710               270                 1                 0                 0                 0                 0
              0.25               0.9                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.91                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.92                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.93                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.94                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.95                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.96                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.97                 0            124710               270                 1                 0                 0                 0                 0
              0.25              0.98                 0            124710               270                 1                 0                 0                 0                 0
              0.25         0.9899999                 0            124710               270                 1                 0                 0                 0                 0
              0.25                 1                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.01                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.02                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.03                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.04                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.05                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.06                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.07                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.08                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.09                 0            124710               270                 1                 0                 0                 0                 0
              0.25               1.1                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.11                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.12                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.13                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.14                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.15                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.16                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.17                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.18                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.19                 0            124710               270                 1                 0                 0                 0                 0
              0.25               1.2                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.21                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.22                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.23                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.24                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.25                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.26                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.27                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.28                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.29                 0            124710               270                 1                 0                 0                 0                 0
              0.25               1.3                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.31                 0            124710               270                 1                 0                 0                 0                 0
              0.25              1.32                 0            124710               270                 1                 0                 0                 0                 0
